date,day_of_week,month,is_weekday,file_count_AM_actual,file_count_PM_actual,total_records_AM_actual,total_records_PM_actual,file_count_AM_predicted,file_count_PM_predicted,total_records_AM_predicted,total_records_PM_predicted
2021-04-09,4,4,1,1.0,1.0,1394892.0,29927.0,1.2668442473393673,1.0414634882244251,1449553.072852635,818282.2433271557
2021-04-10,5,4,0,1.0,1.0,388835.0,873126.0,1.05133371100858,1.0,648475.4717027387,873126.0
2021-04-12,0,4,1,1.0,1.0,2826282.0,495213.0,3.372055034644494,2.150596159342112,7805721.332744011,3735038.6211141194
2021-04-13,1,4,1,4.0,6.0,9290847.0,13859917.0,3.3296852037818034,7.329804497845512,6508423.103233977,16898397.01516901
2021-04-14,2,4,1,1.0,1.0,1787357.0,216221.0,2.16640454148329,1.3427983538019586,3413693.568671203,1340376.0126062906
2021-04-15,3,4,1,1.0,1.0,57620.0,293942.0,1.1349717135524526,1.2466884300747407,590092.9436656552,830314.9068081721
2021-04-16,4,4,1,1.0,1.0,1504236.0,395463.0,1.2668442473393673,1.0414634882244251,1449553.072852635,818282.2433271557
2021-04-17,5,4,0,1.0,1.0,3543.0,873126.0,1.05133371100858,1.0,648475.4717027387,873126.0
2021-04-19,0,4,1,1.0,1.0,359742.0,1050636.0,3.372055034644494,2.150596159342112,7805721.332744011,3735038.6211141194
2021-04-20,1,4,1,2.0,9.0,3240060.0,22777983.0,3.3296852037818034,7.329804497845512,6508423.103233977,16898397.01516901
2021-04-21,2,4,1,9.0,1.0,19966839.0,545179.0,2.16640454148329,1.3427983538019586,3413693.568671203,1340376.0126062906
2021-04-22,3,4,1,1.0,1.0,364963.0,94806.0,1.1349717135524526,1.2466884300747407,590092.9436656552,830314.9068081721
2021-04-23,4,4,1,1.0,1.0,380834.0,951750.0,1.2668442473393673,1.0414634882244251,1449553.072852635,818282.2433271557
2021-04-24,5,4,0,1.0,1.0,54778.0,873126.0,1.05133371100858,1.0,648475.4717027387,873126.0
2021-04-26,0,4,1,2.0,2.0,4034553.0,3608321.0,3.372055034644494,2.150596159342112,7805721.332744011,3735038.6211141194
2021-04-27,1,4,1,1.0,7.0,1611067.0,14526929.0,3.3296852037818034,7.329804497845512,6508423.103233977,16898397.01516901
2021-04-28,2,4,1,1.0,1.0,1824287.0,30425.0,2.16640454148329,1.3427983538019586,3413693.568671203,1340376.0126062906
2021-04-29,3,4,1,1.0,1.0,13040.0,352639.0,1.1349717135524526,1.2466884300747407,590092.9436656552,830314.9068081721
2021-04-30,4,4,1,1.0,1.0,1144751.0,200001.0,1.2668442473393673,1.0414634882244251,1449553.072852635,818282.2433271557
2021-05-01,5,5,0,1.0,1.0,714172.0,873126.0,1.533942785081731,1.0,1583361.3651001113,873126.0
2021-05-03,0,5,1,2.0,2.0,4314566.0,3993855.0,2.9661249350158996,2.401154704749137,6352149.676720597,4414681.945652489
2021-05-04,1,5,1,1.0,9.0,2673331.0,22588789.0,3.2788280801895597,6.832119011558352,7160979.389225019,15299098.057241034
2021-05-05,2,5,1,6.0,1.0,12440909.0,2258476.0,2.5958256548334093,1.3657149954460996,4695122.851664262,1616711.4363980195
2021-05-06,3,5,1,1.0,1.0,365737.0,64099.0,1.7104873576507733,1.2060850488109884,2278446.704330945,1143322.2007105907
2021-05-07,4,5,1,1.0,1.0,1016842.0,412776.0,1.2791783740454619,1.0843419938310073,1600121.4655762424,879466.9934976595
2021-05-08,5,5,0,1.0,1.0,752902.0,873126.0,1.533942785081731,1.0,1583361.3651001113,873126.0
2021-05-10,0,5,1,2.0,2.0,3034741.0,3424709.0,2.9661249350158996,2.401154704749137,6352149.676720597,4414681.945652489
2021-05-11,1,5,1,1.0,7.0,1340969.0,14681721.0,3.2788280801895597,6.832119011558352,7160979.389225019,15299098.057241034
2021-05-12,2,5,1,1.0,1.0,1637738.0,1338864.0,2.5958256548334093,1.3657149954460996,4695122.851664262,1616711.4363980195
2021-05-13,3,5,1,1.0,1.0,231787.0,149369.0,1.7104873576507733,1.2060850488109884,2278446.704330945,1143322.2007105907
2021-05-14,4,5,1,1.0,1.0,1027013.0,139197.0,1.2791783740454619,1.0843419938310073,1600121.4655762424,879466.9934976595
2021-05-15,5,5,0,1.0,1.0,183513.0,873126.0,1.533942785081731,1.0,1583361.3651001113,873126.0
2021-05-17,0,5,1,2.0,1.0,3806191.0,1605456.0,2.9661249350158996,2.401154704749137,6352149.676720597,4414681.945652489
2021-05-18,1,5,1,2.0,7.0,3813955.0,14892190.0,3.2788280801895597,6.832119011558352,7160979.389225019,15299098.057241034
2021-05-19,2,5,1,5.0,1.0,8423851.0,1620832.0,2.5958256548334093,1.3657149954460996,4695122.851664262,1616711.4363980195
2021-05-20,3,5,1,1.0,1.0,216864.0,2011322.0,1.7104873576507733,1.2060850488109884,2278446.704330945,1143322.2007105907
2021-05-21,4,5,1,5.0,1.0,10814755.0,897995.0,1.2791783740454619,1.0843419938310073,1600121.4655762424,879466.9934976595
2021-05-22,5,5,0,1.0,1.0,282736.0,873126.0,1.533942785081731,1.0,1583361.3651001113,873126.0
2021-05-24,0,5,1,2.0,1.0,3765273.0,562003.0,2.9661249350158996,2.401154704749137,6352149.676720597,4414681.945652489
2021-05-25,1,5,1,2.0,1.0,5481545.0,451569.0,3.2788280801895597,6.832119011558352,7160979.389225019,15299098.057241034
2021-05-26,2,5,1,1.0,1.0,2921254.0,1054753.0,2.5958256548334093,1.3657149954460996,4695122.851664262,1616711.4363980195
2021-05-27,3,5,1,6.0,1.0,13029230.0,1357772.0,1.7104873576507733,1.2060850488109884,2278446.704330945,1143322.2007105907
2021-05-28,4,5,1,1.0,1.0,1068005.0,115974.0,1.2791783740454619,1.0843419938310073,1600121.4655762424,879466.9934976595
2021-05-29,5,5,0,1.0,1.0,87342.0,873126.0,1.533942785081731,1.0,1583361.3651001113,873126.0
2021-05-31,0,5,1,3.0,1.0,6513607.0,518225.0,2.9661249350158996,2.401154704749137,6352149.676720597,4414681.945652489
2021-06-01,1,6,1,1.0,6.0,831462.0,14037326.0,3.213339505622283,7.026978237057725,6309583.05233924,15664116.76420496
2021-06-02,2,6,1,4.0,1.0,9024098.0,2300266.0,1.9662046754794538,1.0,3008799.5860978235,651414.8350895437
2021-06-03,3,6,1,1.0,1.0,486670.0,10801.0,1.096313425308906,1.44510593389384,703142.7058661443,1305016.7455684873
2021-06-04,4,6,1,1.0,2.0,1520336.0,3070266.0,1.0,1.1440482724649954,903739.8100982893,892774.0581852255
2021-06-05,5,6,0,6.0,1.0,10358033.0,873126.0,1.29851976885854,1.0,1218070.942397926,873126.0
2021-06-07,0,6,1,3.0,1.0,5965410.0,1967048.0,2.949084214509323,2.3100964242545916,6544069.544745941,4384902.645056967
2021-06-08,1,6,1,2.0,6.0,3672917.0,13257098.0,3.213339505622283,7.026978237057725,6309583.05233924,15664116.76420496
2021-06-09,2,6,1,1.0,1.0,1754712.0,137048.0,1.9662046754794538,1.0,3008799.5860978235,651414.8350895437
2021-06-10,3,6,1,1.0,1.0,31299.0,299212.0,1.096313425308906,1.44510593389384,703142.7058661443,1305016.7455684873
2021-06-11,4,6,1,1.0,1.0,2054223.0,152394.0,1.0,1.1440482724649954,903739.8100982893,892774.0581852255
2021-06-12,5,6,0,1.0,1.0,7439.0,873126.0,1.29851976885854,1.0,1218070.942397926,873126.0
2021-06-14,0,6,1,3.0,2.0,7277720.0,3140084.0,2.949084214509323,2.3100964242545916,6544069.544745941,4384902.645056967
2021-06-15,1,6,1,2.0,7.0,4861935.0,16076365.0,3.213339505622283,7.026978237057725,6309583.05233924,15664116.76420496
2021-06-16,2,6,1,4.0,1.0,7730610.0,446229.0,1.9662046754794538,1.0,3008799.5860978235,651414.8350895437
2021-06-17,3,6,1,1.0,1.0,82568.0,540028.0,1.096313425308906,1.44510593389384,703142.7058661443,1305016.7455684873
2021-06-18,4,6,1,1.0,1.0,1574471.0,258241.0,1.0,1.1440482724649954,903739.8100982893,892774.0581852255
2021-06-19,5,6,0,1.0,1.0,779952.0,873126.0,1.29851976885854,1.0,1218070.942397926,873126.0
2021-06-21,0,6,1,9.0,1.0,18644340.0,231077.0,2.949084214509323,2.3100964242545916,6544069.544745941,4384902.645056967
2021-06-22,1,6,1,3.0,7.0,7633079.0,14786440.0,3.213339505622283,7.026978237057725,6309583.05233924,15664116.76420496
2021-06-23,2,6,1,1.0,1.0,1671216.0,258366.0,1.9662046754794538,1.0,3008799.5860978235,651414.8350895437
2021-06-24,3,6,1,1.0,1.0,240875.0,114511.0,1.096313425308906,1.44510593389384,703142.7058661443,1305016.7455684873
2021-06-25,4,6,1,1.0,1.0,359631.0,167707.0,1.0,1.1440482724649954,903739.8100982893,892774.0581852255
2021-06-26,5,6,0,1.0,1.0,350997.0,873126.0,1.29851976885854,1.0,1218070.942397926,873126.0
2021-06-28,0,6,1,1.0,1.0,1849522.0,1317208.0,2.949084214509323,2.3100964242545916,6544069.544745941,4384902.645056967
2021-06-29,1,6,1,4.0,6.0,7633269.0,14045565.0,3.213339505622283,7.026978237057725,6309583.05233924,15664116.76420496
2021-06-30,2,6,1,2.0,1.0,377328.0,144536.0,1.9662046754794538,1.0,3008799.5860978235,651414.8350895437
2021-07-01,3,7,1,1.0,1.0,425418.0,38049.0,1.7460396535499783,1.4030840886918243,2394632.1249220995,1216808.2233284495
2021-07-02,4,7,1,1.0,1.0,300184.0,72132.0,1.0434754066955694,1.0,675789.1776757389,518685.03559126763
2021-07-03,5,7,0,1.0,1.0,1919201.0,873126.0,1.0,1.0,455870.05375617027,847096.0498960025
2021-07-05,0,7,1,8.0,2.0,19558021.0,3193506.0,2.941908614877398,2.697862356657223,6504982.561135402,5372096.345546983
2021-07-06,1,7,1,2.0,6.0,4407369.0,14230762.0,3.4709806589439136,6.277942543861238,7463354.195156625,13696894.118709812
2021-07-07,2,7,1,1.0,1.0,2318297.0,349301.0,1.9759603448546832,1.2201819405056502,3144504.1156112165,1026201.7014472245
2021-07-08,3,7,1,1.0,1.0,37300.0,214051.0,1.7460396535499783,1.4030840886918243,2394632.1249220995,1216808.2233284495
2021-07-09,4,7,1,1.0,1.0,192131.0,77828.0,1.0434754066955694,1.0,675789.1776757389,518685.03559126763
2021-07-10,5,7,0,1.0,1.0,273525.0,873126.0,1.0,1.0,455870.05375617027,847096.0498960025
2021-07-12,0,7,1,1.0,1.0,2656626.0,1544841.0,2.941908614877398,2.697862356657223,6504982.561135402,5372096.345546983
2021-07-13,1,7,1,3.0,6.0,7077964.0,12601848.0,3.4709806589439136,6.277942543861238,7463354.195156625,13696894.118709812
2021-07-14,2,7,1,3.0,1.0,6760916.0,444958.0,1.9759603448546832,1.2201819405056502,3144504.1156112165,1026201.7014472245
2021-07-15,3,7,1,1.0,1.0,20011.0,66128.0,1.7460396535499783,1.4030840886918243,2394632.1249220995,1216808.2233284495
2021-07-16,4,7,1,1.0,1.0,416828.0,127064.0,1.0434754066955694,1.0,675789.1776757389,518685.03559126763
2021-07-17,5,7,0,1.0,1.0,21634.0,873126.0,1.0,1.0,455870.05375617027,847096.0498960025
2021-07-19,0,7,1,2.0,4.0,3169025.0,6925728.0,2.941908614877398,2.697862356657223,6504982.561135402,5372096.345546983
2021-07-20,1,7,1,2.0,8.0,3794361.0,17250597.0,3.4709806589439136,6.277942543861238,7463354.195156625,13696894.118709812
2021-07-21,2,7,1,6.0,1.0,13496303.0,286538.0,1.9759603448546832,1.2201819405056502,3144504.1156112165,1026201.7014472245
2021-07-22,3,7,1,1.0,1.0,158572.0,187320.0,1.7460396535499783,1.4030840886918243,2394632.1249220995,1216808.2233284495
2021-07-23,4,7,1,1.0,1.0,354201.0,326768.0,1.0434754066955694,1.0,675789.1776757389,518685.03559126763
2021-07-24,5,7,0,1.0,1.0,1262679.0,421219.0,1.0,1.0,455870.05375617027,847096.0498960025
2021-07-26,0,7,1,2.0,1.0,3448714.0,2804670.0,2.941908614877398,2.697862356657223,6504982.561135402,5372096.345546983
2021-07-27,1,7,1,4.0,6.0,7857159.0,14109452.0,3.4709806589439136,6.277942543861238,7463354.195156625,13696894.118709812
2021-07-28,2,7,1,4.0,1.0,7235730.0,457520.0,1.9759603448546832,1.2201819405056502,3144504.1156112165,1026201.7014472245
2021-07-29,3,7,1,1.0,1.0,188286.0,68169.0,1.7460396535499783,1.4030840886918243,2394632.1249220995,1216808.2233284495
2021-07-30,4,7,1,1.0,1.0,200640.0,575333.0,1.0434754066955694,1.0,675789.1776757389,518685.03559126763
2021-07-31,5,7,0,1.0,1.0,38697.0,873126.0,1.0,1.0,455870.05375617027,847096.0498960025
2021-08-02,0,8,1,2.0,1.0,4027482.0,1183201.0,3.211847783454525,2.3256384599015103,7024618.989330134,4147840.6534463023
2021-08-03,1,8,1,3.0,9.0,5168636.0,19104329.0,3.019368272227891,7.124079092815711,5831225.9704340855,16131479.385329086
2021-08-04,2,8,1,2.0,1.0,4125939.0,1876314.0,2.0920372527393205,1.094705310661148,3557570.4090345176,771693.6201825109
2021-08-05,3,8,1,6.0,1.0,10942767.0,1461098.0,1.2450761168673563,1.2875968836221632,945051.4115754031,1102601.7175621553
2021-08-06,4,8,1,1.0,1.0,197634.0,303120.0,1.084281095098724,1.4407982589964226,915283.0884369138,1688274.4891014025
2021-08-07,5,8,0,1.0,1.0,198597.0,873126.0,1.1971463181123578,1.0,809786.5005901529,873126.0
2021-08-09,0,8,1,4.0,1.0,6429426.0,1897820.0,3.211847783454525,2.3256384599015103,7024618.989330134,4147840.6534463023
2021-08-10,1,8,1,1.0,8.0,1270924.0,19506844.0,3.019368272227891,7.124079092815711,5831225.9704340855,16131479.385329086
2021-08-11,2,8,1,3.0,1.0,6724358.0,588767.0,2.0920372527393205,1.094705310661148,3557570.4090345176,771693.6201825109
2021-08-12,3,8,1,1.0,1.0,95845.0,1401394.0,1.2450761168673563,1.2875968836221632,945051.4115754031,1102601.7175621553
2021-08-13,4,8,1,1.0,1.0,261500.0,663332.0,1.084281095098724,1.4407982589964226,915283.0884369138,1688274.4891014025
2021-08-14,5,8,0,1.0,1.0,24082.0,873126.0,1.1971463181123578,1.0,809786.5005901529,873126.0
2021-08-16,0,8,1,2.0,2.0,4128116.0,3500381.0,3.211847783454525,2.3256384599015103,7024618.989330134,4147840.6534463023
2021-08-17,1,8,1,2.0,7.0,3480096.0,14679761.0,3.019368272227891,7.124079092815711,5831225.9704340855,16131479.385329086
2021-08-18,2,8,1,2.0,1.0,3655601.0,58569.0,2.0920372527393205,1.094705310661148,3557570.4090345176,771693.6201825109
2021-08-19,3,8,1,1.0,1.0,346948.0,978047.0,1.2450761168673563,1.2875968836221632,945051.4115754031,1102601.7175621553
2021-08-20,4,8,1,1.0,6.0,771961.0,10357531.0,1.084281095098724,1.4407982589964226,915283.0884369138,1688274.4891014025
2021-08-21,5,8,0,1.0,1.0,2900609.0,873126.0,1.1971463181123578,1.0,809786.5005901529,873126.0
2021-08-23,0,8,1,2.0,2.0,3593075.0,3051151.0,3.211847783454525,2.3256384599015103,7024618.989330134,4147840.6534463023
2021-08-24,1,8,1,2.0,6.0,3360693.0,13827008.0,3.019368272227891,7.124079092815711,5831225.9704340855,16131479.385329086
2021-08-25,2,8,1,4.0,1.0,7340532.0,507314.0,2.0920372527393205,1.094705310661148,3557570.4090345176,771693.6201825109
2021-08-26,3,8,1,1.0,1.0,468783.0,1059438.0,1.2450761168673563,1.2875968836221632,945051.4115754031,1102601.7175621553
2021-08-27,4,8,1,1.0,1.0,210453.0,12776.0,1.084281095098724,1.4407982589964226,915283.0884369138,1688274.4891014025
2021-08-28,5,8,0,1.0,1.0,7168.0,873126.0,1.1971463181123578,1.0,809786.5005901529,873126.0
2021-08-30,0,8,1,1.0,1.0,1020098.0,111704.0,3.211847783454525,2.3256384599015103,7024618.989330134,4147840.6534463023
2021-08-31,1,8,1,1.0,6.0,1351454.0,12896116.0,3.019368272227891,7.124079092815711,5831225.9704340855,16131479.385329086
2021-09-01,2,9,1,4.0,1.0,9312939.0,89563.0,2.1014669118967633,1.512791589769614,3847922.2313336637,1734027.2277007785
2021-09-02,3,9,1,1.0,1.0,222343.0,49054.0,1.0409592948214372,1.0801693889206765,386433.64218975464,512997.41276723234
2021-09-03,4,9,1,1.0,1.0,2501808.0,164323.0,1.1604492514009355,1.4861975420412934,1195108.5756304443,1765401.3254891518
2021-09-04,5,9,0,1.0,1.0,206542.0,873126.0,1.2462141271724867,1.0,1148921.4280294029,873126.0
2021-09-06,0,9,1,7.0,1.0,17423515.0,207051.0,3.571032540537942,2.5388692873527443,7678487.332174702,4787654.964093669
2021-09-07,1,9,1,2.0,7.0,5268284.0,14760035.0,2.97564998196245,7.052198861881891,5775075.9089677585,16187109.094936788
2021-09-08,2,9,1,4.0,1.0,7686776.0,450525.0,2.1014669118967633,1.512791589769614,3847922.2313336637,1734027.2277007785
2021-09-09,3,9,1,1.0,1.0,245774.0,148588.0,1.0409592948214372,1.0801693889206765,386433.64218975464,512997.41276723234
2021-09-10,4,9,1,1.0,1.0,255434.0,216716.0,1.1604492514009355,1.4861975420412934,1195108.5756304443,1765401.3254891518
2021-09-11,5,9,0,1.0,1.0,1565163.0,873126.0,1.2462141271724867,1.0,1148921.4280294029,873126.0
2021-09-13,0,9,1,4.0,1.0,7269629.0,1482502.0,3.571032540537942,2.5388692873527443,7678487.332174702,4787654.964093669
2021-09-14,1,9,1,2.0,6.0,3829890.0,13489246.0,2.97564998196245,7.052198861881891,5775075.9089677585,16187109.094936788
2021-09-15,2,9,1,1.0,1.0,1997903.0,2500.0,2.1014669118967633,1.512791589769614,3847922.2313336637,1734027.2277007785
2021-09-16,3,9,1,1.0,1.0,125060.0,21809.0,1.0409592948214372,1.0801693889206765,386433.64218975464,512997.41276723234
2021-09-17,4,9,1,1.0,1.0,1639211.0,110177.0,1.1604492514009355,1.4861975420412934,1195108.5756304443,1765401.3254891518
2021-09-18,5,9,0,1.0,1.0,1685753.0,873126.0,1.2462141271724867,1.0,1148921.4280294029,873126.0
2021-09-20,0,9,1,3.0,7.0,8129509.0,14498881.0,3.571032540537942,2.5388692873527443,7678487.332174702,4787654.964093669
2021-09-21,1,9,1,1.0,7.0,2597368.0,14912274.0,2.97564998196245,7.052198861881891,5775075.9089677585,16187109.094936788
2021-09-22,2,9,1,3.0,1.0,7290475.0,440631.0,2.1014669118967633,1.512791589769614,3847922.2313336637,1734027.2277007785
2021-09-23,3,9,1,1.0,1.0,669076.0,243434.0,1.0409592948214372,1.0801693889206765,386433.64218975464,512997.41276723234
2021-09-24,4,9,1,1.0,1.0,253207.0,94028.0,1.1604492514009355,1.4861975420412934,1195108.5756304443,1765401.3254891518
2021-09-25,5,9,0,1.0,1.0,354840.0,873126.0,1.2462141271724867,1.0,1148921.4280294029,873126.0
2021-09-27,0,9,1,3.0,2.0,5147925.0,4524511.0,3.571032540537942,2.5388692873527443,7678487.332174702,4787654.964093669
2021-09-28,1,9,1,1.0,7.0,1567614.0,14945009.0,2.97564998196245,7.052198861881891,5775075.9089677585,16187109.094936788
2021-09-29,2,9,1,1.0,1.0,2069629.0,12140.0,2.1014669118967633,1.512791589769614,3847922.2313336637,1734027.2277007785
2021-09-30,3,9,1,1.0,1.0,69329.0,78074.0,1.0409592948214372,1.0801693889206765,386433.64218975464,512997.41276723234
2021-10-01,4,10,1,1.0,1.0,214347.0,7014.0,1.0,1.4053695675337343,555963.5287576009,1148934.2717223668
2021-10-02,5,10,0,1.0,1.0,139619.0,873126.0,1.1428611781589202,1.0,543004.5078026735,873126.0
2021-10-04,0,10,1,2.0,8.0,4248829.0,15153199.0,3.446907292867101,2.1962891961848268,7582493.042536122,3596925.9523401475
2021-10-05,1,10,1,1.0,7.0,2994625.0,16389654.0,3.2102224503901713,7.178951740380613,7027926.14833154,16264124.088955035
2021-10-06,2,10,1,3.0,1.0,6744080.0,469210.0,2.1896913738652106,1.4645394455051266,3730435.2407166753,1659083.7722157016
2021-10-07,3,10,1,1.0,1.0,410066.0,64990.0,1.3094944425678485,1.172356224339086,885500.5738412356,831326.2043670443
2021-10-08,4,10,1,1.0,1.0,204346.0,21284.0,1.0,1.4053695675337343,555963.5287576009,1148934.2717223668
2021-10-09,5,10,0,1.0,1.0,81299.0,873126.0,1.1428611781589202,1.0,543004.5078026735,873126.0
2021-10-11,0,10,1,1.0,1.0,2870553.0,1452792.0,3.446907292867101,2.1962891961848268,7582493.042536122,3596925.9523401475
2021-10-12,1,10,1,2.0,8.0,4813150.0,15691308.0,3.2102224503901713,7.178951740380613,7027926.14833154,16264124.088955035
2021-10-13,2,10,1,1.0,1.0,1975739.0,125285.0,2.1896913738652106,1.4645394455051266,3730435.2407166753,1659083.7722157016
2021-10-14,3,10,1,1.0,1.0,574146.0,56191.0,1.3094944425678485,1.172356224339086,885500.5738412356,831326.2043670443
2021-10-15,4,10,1,1.0,1.0,272581.0,56543.0,1.0,1.4053695675337343,555963.5287576009,1148934.2717223668
2021-10-16,5,10,0,1.0,1.0,115366.0,873126.0,1.1428611781589202,1.0,543004.5078026735,873126.0
2021-10-18,0,10,1,2.0,1.0,3790300.0,2709789.0,3.446907292867101,2.1962891961848268,7582493.042536122,3596925.9523401475
2021-10-19,1,10,1,2.0,9.0,4195245.0,19080702.0,3.2102224503901713,7.178951740380613,7027926.14833154,16264124.088955035
2021-10-20,2,10,1,4.0,6.0,7426851.0,13090721.0,2.1896913738652106,1.4645394455051266,3730435.2407166753,1659083.7722157016
2021-10-21,3,10,1,1.0,1.0,6714.0,111827.0,1.3094944425678485,1.172356224339086,885500.5738412356,831326.2043670443
2021-10-22,4,10,1,1.0,1.0,743629.0,72843.0,1.0,1.4053695675337343,555963.5287576009,1148934.2717223668
2021-10-23,5,10,0,1.0,1.0,7679.0,873126.0,1.1428611781589202,1.0,543004.5078026735,873126.0
2021-10-25,0,10,1,1.0,1.0,14938.0,559160.0,3.446907292867101,2.1962891961848268,7582493.042536122,3596925.9523401475
2021-10-26,1,10,1,1.0,8.0,964216.0,19863473.0,3.2102224503901713,7.178951740380613,7027926.14833154,16264124.088955035
2021-10-27,2,10,1,3.0,1.0,7476623.0,27545.0,2.1896913738652106,1.4645394455051266,3730435.2407166753,1659083.7722157016
2021-10-28,3,10,1,1.0,1.0,23383.0,95537.0,1.3094944425678485,1.172356224339086,885500.5738412356,831326.2043670443
2021-10-29,4,10,1,1.0,1.0,272394.0,37654.0,1.0,1.4053695675337343,555963.5287576009,1148934.2717223668
2021-10-30,5,10,0,1.0,1.0,32650.0,873126.0,1.1428611781589202,1.0,543004.5078026735,873126.0
2021-11-01,0,11,1,2.0,1.0,3359293.0,765600.0,3.6337609244381412,2.0016845216485786,8557782.69456852,3918894.405170904
2021-11-02,1,11,1,2.0,6.0,4537144.0,13212792.0,2.9947905707557196,7.152544176146747,5858845.511815312,15788858.603870437
2021-11-03,2,11,1,4.0,1.0,9002821.0,423231.0,2.1346775663164808,1.4795128028881381,3694889.46161616,1323518.3797340011
2021-11-04,3,11,1,1.0,6.0,387263.0,12405086.0,1.0931050929470338,1.2829322970121166,735036.9532707718,1287370.6638422387
2021-11-05,4,11,1,1.0,1.0,457821.0,1755513.0,1.0,1.1966633027036861,603436.1298258207,1183132.7709005543
2021-11-06,5,11,0,1.0,1.0,483150.0,873126.0,1.3766223083506444,1.0,1286434.7584502771,873126.0
2021-11-08,0,11,1,2.0,1.0,4253044.0,2413934.0,3.6337609244381412,2.0016845216485786,8557782.69456852,3918894.405170904
2021-11-09,1,11,1,1.0,7.0,1400385.0,15534832.0,2.9947905707557196,7.152544176146747,5858845.511815312,15788858.603870437
2021-11-10,2,11,1,2.0,1.0,3106276.0,760107.0,2.1346775663164808,1.4795128028881381,3694889.46161616,1323518.3797340011
2021-11-11,3,11,1,1.0,1.0,53684.0,531709.0,1.0931050929470338,1.2829322970121166,735036.9532707718,1287370.6638422387
2021-11-12,4,11,1,1.0,1.0,258798.0,2241295.0,1.0,1.1966633027036861,603436.1298258207,1183132.7709005543
2021-11-13,5,11,0,1.0,1.0,138826.0,873126.0,1.3766223083506444,1.0,1286434.7584502771,873126.0
2021-11-15,0,11,1,2.0,1.0,5207172.0,2149864.0,3.6337609244381412,2.0016845216485786,8557782.69456852,3918894.405170904
2021-11-16,1,11,1,3.0,7.0,5121221.0,13665339.0,2.9947905707557196,7.152544176146747,5858845.511815312,15788858.603870437
2021-11-17,2,11,1,3.0,1.0,6999700.0,382441.0,2.1346775663164808,1.4795128028881381,3694889.46161616,1323518.3797340011
2021-11-18,3,11,1,1.0,1.0,1729386.0,168738.0,1.0931050929470338,1.2829322970121166,735036.9532707718,1287370.6638422387
2021-11-19,4,11,1,1.0,1.0,558525.0,1146253.0,1.0,1.1966633027036861,603436.1298258207,1183132.7709005543
2021-11-20,5,11,0,1.0,1.0,458077.0,873126.0,1.3766223083506444,1.0,1286434.7584502771,873126.0
2021-11-22,0,11,1,7.0,3.0,18207089.0,6917288.0,3.6337609244381412,2.0016845216485786,8557782.69456852,3918894.405170904
2021-11-23,1,11,1,1.0,9.0,11321.0,21057647.0,2.9947905707557196,7.152544176146747,5858845.511815312,15788858.603870437
2021-11-24,2,11,1,1.0,1.0,2229104.0,129038.0,2.1346775663164808,1.4795128028881381,3694889.46161616,1323518.3797340011
2021-11-25,3,11,1,1.0,1.0,54644.0,106372.0,1.0931050929470338,1.2829322970121166,735036.9532707718,1287370.6638422387
2021-11-26,4,11,1,1.0,1.0,292137.0,1934715.0,1.0,1.1966633027036861,603436.1298258207,1183132.7709005543
2021-11-27,5,11,0,1.0,1.0,3808.0,873126.0,1.3766223083506444,1.0,1286434.7584502771,873126.0
2021-11-29,0,11,1,2.0,1.0,5882695.0,245485.0,3.6337609244381412,2.0016845216485786,8557782.69456852,3918894.405170904
2021-11-30,1,11,1,1.0,6.0,1917753.0,12448510.0,2.9947905707557196,7.152544176146747,5858845.511815312,15788858.603870437
2021-12-01,2,12,1,3.0,1.0,6909942.0,499807.0,2.4537690526620346,1.338528375922222,4581619.893232368,1221210.2365876269
2021-12-02,3,12,1,1.0,1.0,17986.0,672940.0,1.2102605739092502,1.0,559721.2656406622,402103.1198126953
2021-12-03,4,12,1,1.0,1.0,1105690.0,692755.0,1.0880327809273243,1.3040030215091283,1040448.6203250587,1132625.793910303
2021-12-04,5,12,0,1.0,1.0,141683.0,873126.0,1.2218763393217353,1.0,570800.9806113522,873126.0
2021-12-06,0,12,1,8.0,1.0,18137731.0,2918420.0,3.8554663546297534,2.5105002554243594,8057711.928210403,5182497.508052948
2021-12-07,1,12,1,1.0,7.0,2995570.0,16321927.0,3.037109710776315,7.1990006361952705,6168643.504512846,15921217.643148122
2021-12-08,2,12,1,1.0,1.0,2167699.0,31219.0,2.4537690526620346,1.338528375922222,4581619.893232368,1221210.2365876269
2021-12-09,3,12,1,1.0,1.0,104100.0,65768.0,1.2102605739092502,1.0,559721.2656406622,402103.1198126953
2021-12-10,4,12,1,1.0,1.0,244336.0,327761.0,1.0880327809273243,1.3040030215091283,1040448.6203250587,1132625.793910303
2021-12-11,5,12,0,1.0,1.0,260538.0,873126.0,1.2218763393217353,1.0,570800.9806113522,873126.0
2021-12-13,0,12,1,3.0,2.0,8116607.0,3632238.0,3.8554663546297534,2.5105002554243594,8057711.928210403,5182497.508052948
2021-12-14,1,12,1,1.0,8.0,1810472.0,17870984.0,3.037109710776315,7.1990006361952705,6168643.504512846,15921217.643148122
2021-12-15,2,12,1,4.0,1.0,7138515.0,530011.0,2.4537690526620346,1.338528375922222,4581619.893232368,1221210.2365876269
2021-12-16,3,12,1,1.0,1.0,96150.0,204915.0,1.2102605739092502,1.0,559721.2656406622,402103.1198126953
2021-12-17,4,12,1,1.0,1.0,990210.0,213125.0,1.0880327809273243,1.3040030215091283,1040448.6203250587,1132625.793910303
